stage,trend,yhat
0,20892.287761411106,21287.729641454196
0,20892.111022326782,21277.22643640675
0,20891.934283242463,21266.763287961952
0,20891.75754415814,21256.317811919802
0,20891.58080507382,21245.86868327911
0,20891.4040659895,21235.396232705592
0,20891.227326905177,21224.882954449775
0,20891.050587820853,21214.31391611614
0,20890.87384873653,21203.677063677413
0,20890.69710965221,21192.963418221734
0,20890.52037056789,21182.167164032184
0,20890.343631483567,21171.285630644197
0,20890.166892399244,21160.319174425917
0,20889.990153314924,21149.270967903052
0,20889.8134142306,21138.14670743527
0,20889.63667514628,21126.954251886924
2,20889.459936061958,21115.70320657037
3,20889.283196977634,21104.40446793723
0,20889.106457893315,21093.069745228753
0,20888.92971880899,21081.71107555617
0,20888.75297972467,21070.34034866667
2,20888.576240640352,21058.96885697555
2,20888.39950155603,21047.606885334815
2,20888.222762471705,21036.26335350077
0,20888.046023387382,21024.945522405993
0,20887.869284303062,21013.658773191848
0,20887.692545218742,21002.40646558047
0,20887.51580613442,20991.189879627385
0,20887.339067050096,20980.00824227464
0,20887.162327965776,20968.858837490785
0,20886.985588881453,20957.737196213166
0,20886.808849797133,20946.637359871926
0,20886.63211071281,20935.55220903961
0,20886.455371628486,20924.473846777862
0,20886.278632544167,20913.394024592268
2,20886.101893459843,20902.30459760741
3,20885.925154375524,20891.197994664835
2,20885.7484152912,20880.067688550847
2,20885.57167620688,20868.908651491736
2,20885.394937122557,20857.717781406365
3,20885.218198038234,20846.494285171353
3,20885.041458953914,20835.24000630458
